1;125;759;27.44;25.69;27.50;2016-06-02;20:12:46.245403;
1;125;759;27.44;25.69;27.50;2016-06-02;20:13:21.820606;
1;126;762;28.10;26.34;28.09;2016-06-02;20:13:43.929008;
1;127;765;28.10;26.31;28.12;2016-06-02;20:14:41.477497;
1;128;768;27.88;26.04;27.88;2016-06-02;20:15:39.221894;
1;128;768;27.88;26.04;27.88;2016-06-02;20:16:05.029621;
1;129;771;27.62;25.78;27.66;2016-06-02;20:16:36.765810;
1;130;774;27.43;25.57;27.47;2016-06-02;20:17:34.403605;
1;131;777;27.28;25.41;27.34;2016-06-02;20:18:32.070811;
1;131;777;27.28;25.41;27.34;2016-06-02;20:19:29.760580;
1;133;783;27.11;25.23;27.19;2016-06-02;20:20:27.353024;
1;134;786;27.05;25.18;27.12;2016-06-02;20:21:24.994634;
1;135;789;27.03;25.15;27.09;2016-06-02;20:22:22.636994;
1;136;792;27.01;25.13;27.09;2016-06-02;20:23:20.311892;
1;137;795;27.01;25.17;27.09;2016-06-02;20:24:17.983951;
1;138;798;27.03;25.17;27.09;2016-06-02;20:25:15.599751;
1;139;801;27.01;25.14;27.06;2016-06-02;20:26:13.183354;
1;139;801;27.01;25.14;27.06;2016-06-02;20:26:37.321654;
1;140;804;26.97;25.10;27.03;2016-06-02;20:27:10.769944;
1;141;807;26.93;25.06;27.00;2016-06-02;20:28:08.193630;
1;142;810;26.93;25.06;27.00;2016-06-02;20:29:05.602254;
1;143;813;26.92;25.06;27.00;2016-06-02;20:30:03.126529;
1;144;816;26.89;25.04;26.97;2016-06-02;20:31:00.752482;
1;145;819;26.92;25.05;27.00;2016-06-02;20:31:58.169322;
1;146;822;26.93;25.06;27.00;2016-06-02;20:32:55.607233;
1;147;825;26.92;25.06;27.00;2016-06-02;20:33:53.110769;
1;148;828;26.93;25.07;27.00;2016-06-02;20:34:50.763114;
1;148;828;26.93;25.07;27.00;2016-06-02;20:35:22.868786;
1;149;831;26.95;25.09;27.03;2016-06-02;20:35:48.381514;
1;150;834;26.93;25.07;27.00;2016-06-02;20:36:45.991862;
1;151;837;26.95;25.09;27.00;2016-06-02;20:37:43.418546;
1;151;837;26.95;25.09;27.00;2016-06-02;20:38:04.506327;
1;152;840;26.95;25.07;27.03;2016-06-02;20:38:40.828036;
1;153;843;26.95;25.07;27.00;2016-06-02;20:39:38.333714;
1;154;846;26.95;25.07;27.00;2016-06-02;20:40:35.899533;
1;155;849;26.95;25.07;27.00;2016-06-02;20:41:33.528210;
1;156;852;26.92;25.05;27.00;2016-06-02;20:42:31.242886;
1;157;855;26.93;25.06;27.00;2016-06-02;20:43:26.873730;
1;158;858;26.92;25.05;27.00;2016-06-02;20:44:24.518253;
1;159;861;26.91;25.04;27.00;2016-06-02;20:45:21.944964;
1;160;864;26.92;25.05;26.97;2016-06-02;20:46:19.547852;
1;160;864;26.92;25.05;26.97;2016-06-02;20:47:16.967221;
1;162;870;26.92;25.05;27.00;2016-06-02;20:48:14.428304;
1;163;873;26.92;25.05;27.00;2016-06-02;20:49:11.834672;
1;164;876;26.93;25.06;27.00;2016-06-02;20:50:09.258551;
1;165;879;26.95;25.09;27.03;2016-06-02;20:51:06.853544;
1;166;882;26.91;25.05;27.00;2016-06-02;20:52:04.271280;
1;167;885;26.91;25.05;26.97;2016-06-02;20:53:01.723809;
1;168;888;26.93;25.09;27.00;2016-06-02;20:53:59.212272;
1;169;891;26.95;25.07;27.00;2016-06-02;20:54:56.629965;
1;170;894;26.97;25.10;27.03;2016-06-02;20:55:54.045507;
1;171;897;26.96;25.09;27.03;2016-06-02;20:56:51.703825;
1;172;900;26.93;25.06;27.00;2016-06-02;20:57:49.257936;
1;173;903;26.93;25.06;27.00;2016-06-02;20:58:46.878081;
1;174;906;26.95;25.13;27.00;2016-06-02;20:59:44.415058;
1;175;909;27.11;25.33;27.16;2016-06-02;21:00:41.830083;
1;175;909;27.11;25.33;27.16;2016-06-02;21:01:39.244620;
1;177;915;27.17;25.35;27.22;2016-06-02;21:02:36.763041;
1;178;918;27.11;25.26;27.16;2016-06-02;21:03:34.416906;
1;179;921;27.07;25.19;27.12;2016-06-02;21:04:31.966155;
1;180;924;27.04;25.17;27.09;2016-06-02;21:05:29.534557;
1;181;927;27.01;25.15;27.06;2016-06-02;21:06:27.150709;
1;182;930;27.00;25.15;27.06;2016-06-02;21:07:24.781039;
1;183;933;26.99;25.13;27.06;2016-06-02;21:08:22.206094;
1;184;936;26.97;25.11;27.03;2016-06-02;21:09:19.728447;
1;185;939;26.99;25.13;27.06;2016-06-02;21:10:17.222236;
1;186;942;27.00;25.14;27.06;2016-06-02;21:11:14.871053;
1;187;945;27.00;25.13;27.06;2016-06-02;21:12:12.384364;
1;187;945;27.00;25.13;27.06;2016-06-02;21:13:09.918890;
1;187;945;27.00;25.13;27.06;2016-06-02;21:14:07.519287;
